location,room_type,bed_type,room_size,ac,attached_bath,parking,kitchen,power_backup,wifi,tv,fridge,wardrobe,study_table,balcony,furnished,rent
Kozhikode,Triple,Bunk Bed,344.0,0,1,1,0,0,1,0,1,1,1,1,Semi,26307
Karukachal,Triple,Double Bed,404.0,0,0,0,0,1,1,1,1,1,0,0,Fully,20933
Kozhikode,Single,Queen Bed,96.0,1,1,1,1,0,1,0,0,0,1,0,Semi,16985
Palakkad,Master,King Bed,205.0,1,1,0,1,0,0,0,0,1,1,0,Fully,25133
Hyderabad,Master,Single Bed,216.0,1,0,1,1,0,0,1,1,1,0,0,Fully,31128
Kolkata,Master,King Bed,285.0,1,1,0,0,1,0,1,1,0,0,0,Unfurnished,30493
Kottayam,Single,King Bed,148.0,0,1,1,1,0,0,0,1,1,1,0,Unfurnished,17001
Ahmedabad,Double,No Bed,187.0,0,1,0,0,0,0,0,1,0,0,0,Fully,22155
Jaipur,Triple,King Bed,312.0,0,1,1,1,1,1,0,0,0,0,1,Semi,31897
Pathanamthitta,Double,Single Bed,184.0,0,0,0,0,0,1,0,1,1,1,1,Semi,15105
Vyttila,Master,No Bed,189.0,0,1,1,1,1,0,0,0,0,0,0,Semi,22178
Other,Single,No Bed,129.0,0,1,0,0,1,1,0,0,1,1,0,Fully,12861
Bangalore,Single,No Bed,140.0,0,1,0,1,1,1,1,1,1,1,1,Semi,24046
Kaloor,Double,Queen Bed,243.0,0,1,1,0,0,1,1,0,0,1,0,Fully,26515
Hyderabad,Triple,Queen Bed,340.0,0,1,1,0,1,1,1,1,1,1,1,Fully,40657
Edappally,Single,Single Bed,117.0,1,1,1,0,0,0,1,0,1,1,1,Semi,16401
Thrissur,Double,Single Bed,150.0,1,0,1,1,1,0,0,1,0,1,1,Unfurnished,18932
Thrissur,Studio,Bunk Bed,221.0,1,0,1,0,1,1,1,0,1,1,0,Semi,23601
Chennai,Single,Queen Bed,115.0,1,1,0,0,1,0,1,0,1,1,1,Semi,22923
Other,Triple,No Bed,437.0,0,0,0,0,1,1,0,0,0,1,1,Fully,23383
Mg Road,Triple,King Bed,316.0,0,0,0,1,1,1,1,1,0,1,0,Semi,33378
Kalamassery,Double,Bunk Bed,187.0,0,0,0,0,1,0,1,0,0,1,0,Semi,16536
Karukachal,Single,Queen Bed,138.0,1,1,0,1,1,1,1,1,1,1,1,Unfurnished,15847
Kaloor,Master,King Bed,244.0,0,1,1,0,1,0,1,1,0,0,1,Semi,30266
Kollam,Master,Double Bed,278.0,1,0,0,0,1,0,0,1,1,0,0,Unfurnished,18121
Hyderabad,Triple,Queen Bed,319.0,0,1,0,1,1,0,1,1,1,1,1,Unfurnished,38225
Vyttila,Studio,Double Bed,292.0,0,0,1,0,1,1,1,1,1,1,1,Fully,35199
Chennai,Double,Queen Bed,187.0,1,0,0,1,1,1,0,1,0,1,1,Fully,30208
Alappuzha,Quad,Double Bed,463.0,1,1,1,0,0,1,1,0,1,1,1,Semi,29862
Mg Road,Triple,No Bed,324.0,1,0,0,0,1,0,0,1,1,0,0,Semi,26133
Kolkata,Triple,Bunk Bed,295.0,1,1,0,0,0,0,1,1,1,1,1,Semi,32091
Chennai,Master,Double Bed,252.0,0,1,0,0,0,1,1,0,0,1,1,Fully,33423
Ranni,Single,Single Bed,138.0,0,1,0,1,0,0,0,0,1,1,1,Semi,10660
Palarivattom,Studio,No Bed,361.0,1,1,0,0,0,0,0,0,0,1,0,Semi,26225
Kottayam,Double,No Bed,151.0,0,0,1,0,1,0,0,0,1,0,1,Unfurnished,14876
Thrissur,Studio,Double Bed,309.0,0,0,0,1,1,0,1,1,0,0,0,Semi,25290
Kolkata,Studio,Bunk Bed,396.0,1,0,1,0,0,1,0,0,1,0,1,Fully,35817
Other,Quad,Bunk Bed,391.0,0,1,1,0,0,1,0,1,0,1,1,Semi,29187
Kottayam,Double,Single Bed,146.0,1,0,0,0,0,1,0,0,1,1,0,Fully,19405
Palarivattom,Triple,Single Bed,339.0,0,0,0,1,0,1,1,0,0,0,0,Semi,27790
Kozhikode,Studio,Queen Bed,268.0,0,0,0,0,0,0,1,1,1,0,0,Unfurnished,25892
Ranni,Studio,Single Bed,389.0,0,0,0,1,1,0,1,0,0,1,0,Unfurnished,16777
Ranni,Single,Bunk Bed,122.0,0,0,0,0,0,0,1,1,0,1,0,Fully,11668
Pune,Studio,Single Bed,269.0,0,0,1,1,0,1,0,0,0,1,1,Semi,40072
Vyttila,Single,Bunk Bed,138.0,1,1,1,1,0,0,0,0,0,0,0,Semi,16255
Hyderabad,Single,Bunk Bed,132.0,1,0,1,0,1,0,0,0,0,0,0,Unfurnished,17258
Changanassery,Single,Bunk Bed,124.0,1,1,0,0,1,0,1,0,0,0,1,Unfurnished,11983
Kakkanad,Master,Queen Bed,296.0,1,1,0,0,1,0,0,1,1,0,0,Unfurnished,25601
Hyderabad,Triple,Single Bed,275.0,1,1,1,1,1,0,0,0,1,0,0,Unfurnished,36501
Chennai,Master,Queen Bed,178.0,0,1,1,1,1,1,0,0,0,1,0,Fully,33332
Vyttila,Master,Bunk Bed,172.0,1,0,0,0,0,1,1,0,0,0,1,Semi,22482
Mumbai,Single,No Bed,86.0,0,1,0,0,0,1,1,1,0,1,1,Unfurnished,29093
Pathanamthitta,Studio,Bunk Bed,340.0,1,1,0,1,0,1,1,1,1,0,1,Fully,24607
Chennai,Studio,Bunk Bed,344.0,1,1,1,1,0,1,1,1,1,1,0,Semi,41478
Chennai,Triple,King Bed,381.0,0,1,1,0,0,1,0,0,0,0,1,Unfurnished,34948
Fort Kochi,Studio,Queen Bed,302.0,1,0,0,0,0,0,0,0,0,1,0,Fully,34775
Kollam,Master,Single Bed,253.0,0,1,1,1,1,0,1,0,1,0,1,Fully,20590
Alappuzha,Double,Double Bed,130.0,0,0,0,0,0,1,0,1,0,1,0,Unfurnished,13821
Kakkanad,Studio,Single Bed,250.0,1,0,0,0,0,0,0,0,1,1,0,Semi,24991
Kaloor,Double,Queen Bed,163.0,0,1,1,1,0,0,1,1,0,1,1,Unfurnished,22853
Palarivattom,Single,Queen Bed,147.0,0,0,0,1,1,1,1,0,1,1,0,Unfurnished,18070
Jaipur,Triple,Bunk Bed,302.0,0,0,1,1,1,1,0,1,1,0,1,Fully,30024
Kochi,Triple,Double Bed,399.0,0,0,1,0,1,0,0,0,1,1,1,Unfurnished,27538
Fort Kochi,Studio,Double Bed,396.0,0,0,0,1,0,1,0,1,1,0,1,Semi,35078
Edappally,Triple,No Bed,407.0,1,1,1,0,0,1,0,0,0,1,0,Semi,28766
Surat,Studio,King Bed,345.0,1,1,0,1,0,1,1,1,0,1,0,Semi,35342
Jaipur,Quad,King Bed,594.0,0,1,0,1,1,1,1,0,0,1,0,Semi,42286
Kaloor,Triple,No Bed,268.0,0,1,0,1,1,1,1,0,1,1,0,Semi,28240
Palarivattom,Master,Single Bed,247.0,1,1,0,1,0,0,1,1,1,1,1,Fully,27865
Vyttila,Triple,Queen Bed,372.0,1,1,0,1,0,0,0,1,0,1,0,Fully,35053
Delhi,Quad,Bunk Bed,431.0,0,1,0,1,0,0,1,1,0,1,1,Unfurnished,48758
Hyderabad,Quad,Single Bed,469.0,1,1,0,0,0,0,0,1,1,0,1,Fully,49021
Jaipur,Master,Queen Bed,175.0,0,1,0,1,0,1,0,0,1,1,0,Unfurnished,23313
Palakkad,Triple,King Bed,334.0,0,1,1,1,1,0,0,0,0,1,1,Fully,24913
Edappally,Studio,Queen Bed,293.0,1,1,0,0,0,1,0,0,1,0,1,Unfurnished,30372
Surat,Quad,Single Bed,436.0,0,1,1,1,0,0,1,1,0,1,0,Semi,35516
Kannur,Triple,King Bed,278.0,0,0,0,0,0,0,1,0,1,1,1,Fully,26726
Hyderabad,Single,Bunk Bed,88.0,0,0,0,1,0,1,0,1,0,0,1,Semi,19096
Kakkanad,Studio,Single Bed,283.0,1,1,0,1,1,1,0,1,0,0,1,Semi,28910
Changanassery,Master,Queen Bed,263.0,0,1,0,0,0,0,1,0,0,1,0,Semi,19306
Edappally,Double,King Bed,234.0,1,0,0,1,1,1,1,1,0,1,0,Unfurnished,26661
Ranni,Double,Single Bed,152.0,1,0,0,1,0,0,1,0,0,0,1,Unfurnished,12506
Surat,Triple,Single Bed,259.0,1,0,0,1,1,1,1,0,0,0,0,Semi,26194
Pune,Triple,Queen Bed,379.0,0,0,0,0,0,0,0,1,0,1,1,Fully,41343
Alappuzha,Single,King Bed,134.0,1,0,0,1,0,1,1,1,0,0,1,Unfurnished,17339
Kolkata,Master,Queen Bed,162.0,0,0,1,1,1,0,0,1,0,0,1,Fully,30711
Kaloor,Studio,Queen Bed,324.0,1,1,0,0,0,0,1,1,1,0,0,Semi,30450
Thrissur,Master,Bunk Bed,296.0,1,1,1,1,1,1,1,1,1,1,1,Unfurnished,22706
Mg Road,Master,Queen Bed,227.0,0,0,0,1,0,1,0,0,1,1,1,Unfurnished,27062
Fort Kochi,Double,King Bed,176.0,0,1,0,0,1,1,0,0,1,1,0,Unfurnished,27894
Kochi,Studio,Double Bed,383.0,0,1,1,0,0,0,0,1,0,0,0,Semi,29795
Kollam,Triple,King Bed,412.0,1,1,0,1,1,1,0,0,1,1,0,Fully,32234
Pune,Studio,Double Bed,271.0,1,1,1,0,0,1,0,0,1,0,1,Semi,40341
Bangalore,Studio,No Bed,265.0,1,0,1,0,0,1,0,0,1,1,1,Semi,44178
Ahmedabad,Studio,Single Bed,314.0,1,0,0,1,1,0,1,1,1,0,0,Semi,33101
Delhi,Double,Double Bed,136.0,0,0,1,0,1,0,0,1,0,1,0,Fully,32357
Kozhikode,Double,Double Bed,239.0,0,1,0,1,1,0,0,0,1,0,1,Unfurnished,18326
Pathanamthitta,Triple,Bunk Bed,421.0,0,1,1,0,0,1,1,0,1,1,1,Fully,24191
Vyttila,Master,No Bed,199.0,0,0,1,1,0,0,0,1,0,0,1,Semi,21886
Thrissur,Triple,Single Bed,376.0,1,1,0,0,1,0,0,0,1,0,1,Unfurnished,22189
Bangalore,Triple,King Bed,419.0,0,1,0,0,1,1,0,0,0,0,1,Unfurnished,42113
Mumbai,Master,Double Bed,299.0,1,1,0,0,0,1,1,0,1,0,1,Fully,59245
Pathanamthitta,Master,Double Bed,167.0,1,0,1,1,0,1,1,1,0,0,0,Semi,17493
Kolkata,Quad,Double Bed,446.0,0,0,0,1,1,1,0,1,0,0,1,Fully,37833
Pala,Single,Queen Bed,98.0,0,0,1,1,1,1,1,1,1,1,1,Fully,16951
Kalamassery,Quad,King Bed,388.0,0,1,0,0,0,0,1,0,1,0,0,Unfurnished,28228
Pala,Triple,King Bed,263.0,0,1,0,0,1,0,1,1,1,1,0,Fully,27951
Fort Kochi,Quad,Bunk Bed,591.0,0,0,1,0,1,0,1,1,0,1,0,Unfurnished,37270
Palakkad,Single,No Bed,118.0,1,0,1,1,1,1,1,1,1,0,1,Unfurnished,11821
Kannur,Master,Single Bed,172.0,1,0,0,1,0,0,0,1,0,1,0,Unfurnished,16472
Edappally,Single,Double Bed,84.0,1,0,1,1,1,1,0,1,0,0,1,Unfurnished,16706
Palakkad,Single,King Bed,125.0,1,0,0,0,1,1,0,1,0,1,1,Semi,18224
Palarivattom,Single,No Bed,115.0,0,1,1,1,0,0,0,1,0,0,1,Fully,17326
Palarivattom,Studio,King Bed,227.0,1,0,0,1,1,1,0,1,1,1,1,Semi,33366
Changanassery,Studio,Single Bed,275.0,1,1,1,1,1,1,0,0,0,1,0,Semi,22161
Mg Road,Master,Bunk Bed,170.0,0,0,1,1,0,0,0,1,0,0,0,Semi,22039
Kalamassery,Triple,King Bed,379.0,0,0,0,1,1,1,1,0,1,0,0,Fully,30679
Changanassery,Quad,King Bed,351.0,1,1,0,0,1,0,1,0,0,0,0,Semi,28140
Pune,Double,Double Bed,249.0,0,0,1,0,0,0,0,0,0,1,1,Unfurnished,27317
Bangalore,Master,King Bed,165.0,1,0,0,1,0,0,1,0,0,0,1,Unfurnished,36017
Kannur,Double,Double Bed,238.0,1,0,0,0,0,0,0,0,1,1,1,Semi,19868
Kottayam,Studio,Single Bed,301.0,0,1,0,1,1,1,1,0,0,0,1,Unfurnished,24272
Vyttila,Triple,King Bed,343.0,1,0,0,0,1,1,0,0,1,1,1,Fully,36616
Kalamassery,Studio,Bunk Bed,358.0,1,0,0,0,0,1,0,1,1,0,0,Unfurnished,24194
Changanassery,Double,No Bed,137.0,0,1,1,1,0,0,1,0,1,0,0,Unfurnished,12289
Kollam,Master,Single Bed,239.0,1,1,0,0,0,1,0,0,1,1,0,Fully,22532
Surat,Double,Single Bed,176.0,1,1,1,1,1,1,1,0,1,0,1,Semi,24504
Kollam,Single,No Bed,139.0,1,0,1,1,1,0,1,1,1,1,1,Unfurnished,12261
Kottayam,Triple,Bunk Bed,282.0,1,1,0,1,1,0,1,0,0,1,1,Fully,25107
Trivandrum,Master,Queen Bed,266.0,1,1,0,0,0,0,1,1,1,0,1,Fully,30352
Kannur,Single,Single Bed,126.0,1,1,0,1,1,0,0,0,1,1,1,Unfurnished,12585
Kannur,Quad,King Bed,566.0,1,0,1,1,0,0,0,0,1,0,1,Fully,35590
Edappally,Triple,Single Bed,407.0,1,0,0,0,0,1,1,1,0,1,0,Unfurnished,26824
Jaipur,Studio,Single Bed,208.0,1,0,1,1,1,0,0,0,0,1,1,Fully,30247
Kottayam,Double,King Bed,216.0,1,1,1,1,0,1,0,1,0,0,1,Fully,26742
Bangalore,Double,Single Bed,170.0,1,1,1,0,0,1,1,1,1,0,1,Semi,34310
Ranni,Quad,Queen Bed,599.0,0,1,0,1,0,0,0,1,1,0,0,Fully,29739
Trivandrum,Master,Single Bed,217.0,1,1,0,0,1,1,1,1,1,0,0,Semi,26064
Kochi,Single,Single Bed,144.0,0,1,1,1,1,1,1,1,0,1,1,Semi,15976
Kaloor,Single,No Bed,87.0,0,1,1,0,1,1,0,0,0,0,0,Unfurnished,12341
Kaloor,Quad,Queen Bed,463.0,1,0,1,1,1,0,1,0,0,1,1,Fully,40688
Fort Kochi,Triple,Double Bed,409.0,0,1,0,1,0,1,1,1,1,1,1,Fully,40203
Thrissur,Studio,King Bed,279.0,0,0,0,1,0,1,0,1,1,1,1,Semi,30603
Fort Kochi,Double,No Bed,216.0,0,1,1,0,1,0,0,1,1,1,1,Unfurnished,21248
Ahmedabad,Master,Bunk Bed,288.0,1,1,1,0,1,1,1,0,0,0,1,Unfurnished,29663
Kochi,Triple,Queen Bed,330.0,1,1,1,0,0,0,0,0,0,1,0,Unfurnished,26789
Palakkad,Double,King Bed,180.0,1,1,1,0,1,0,0,0,1,0,1,Unfurnished,21283
Kakkanad,Studio,Single Bed,202.0,0,1,0,0,1,1,1,0,1,1,0,Fully,24851
Kolkata,Master,Double Bed,259.0,0,0,0,1,1,0,0,1,0,1,0,Unfurnished,25826
Chennai,Master,King Bed,269.0,1,0,0,0,1,1,1,0,0,1,0,Unfurnished,34913
Trivandrum,Double,Double Bed,154.0,1,1,0,1,0,0,1,0,0,1,1,Unfurnished,19960
Kaloor,Single,Bunk Bed,84.0,1,1,1,1,0,0,0,1,1,0,0,Fully,18442
Kochi,Quad,No Bed,412.0,1,1,1,1,0,1,1,0,1,1,0,Unfurnished,31552
Jaipur,Master,No Bed,205.0,0,1,0,0,0,1,1,0,1,1,1,Unfurnished,21685
Ahmedabad,Quad,Bunk Bed,529.0,0,0,1,1,0,1,1,0,0,0,1,Fully,43759
Pune,Master,Bunk Bed,267.0,0,0,0,0,1,1,0,1,0,1,0,Unfurnished,30401
Kottayam,Quad,Bunk Bed,354.0,0,1,0,0,0,1,1,0,0,0,1,Unfurnished,27404
Palarivattom,Studio,Double Bed,236.0,1,0,0,1,0,1,1,1,0,1,1,Fully,32376
Trivandrum,Single,Single Bed,127.0,1,1,0,1,0,0,1,1,0,0,0,Semi,16728
Mg Road,Studio,Single Bed,377.0,0,1,1,0,0,0,1,0,0,1,1,Unfurnished,27398
Palarivattom,Double,King Bed,184.0,1,1,0,1,1,1,0,1,0,0,1,Unfurnished,28024
Kaloor,Single,King Bed,109.0,0,0,0,0,1,1,0,0,1,0,0,Fully,20213
Chennai,Quad,Queen Bed,595.0,1,0,1,0,1,0,0,1,0,1,1,Unfurnished,48978
Delhi,Quad,Single Bed,532.0,1,0,1,0,0,0,1,0,0,0,0,Fully,53925
Palarivattom,Double,No Bed,207.0,0,0,0,1,1,0,1,1,0,1,0,Semi,20887
Pune,Studio,Double Bed,361.0,1,1,0,1,0,1,1,1,0,1,0,Fully,42399
Jaipur,Studio,Single Bed,332.0,1,0,1,0,0,1,0,1,0,0,1,Unfurnished,26762
Kolkata,Single,Double Bed,100.0,0,0,0,1,0,1,0,0,0,0,1,Fully,17854
Kochi,Single,No Bed,84.0,0,0,0,0,0,0,0,0,0,0,1,Unfurnished,8856
Fort Kochi,Single,No Bed,117.0,0,0,1,1,0,0,1,0,0,0,1,Fully,17484
Alappuzha,Studio,Queen Bed,297.0,0,0,0,1,1,1,0,1,0,1,0,Fully,24937
Other,Master,Single Bed,267.0,0,0,0,0,0,0,1,0,1,0,1,Fully,21166
Other,Double,Single Bed,190.0,1,1,1,0,0,0,1,1,0,1,0,Semi,18143
Surat,Master,Double Bed,220.0,0,0,1,1,0,0,0,1,0,0,1,Fully,26159
Delhi,Quad,No Bed,393.0,0,1,1,1,0,0,0,1,1,1,0,Unfurnished,47091
Kolkata,Single,King Bed,134.0,1,1,1,1,0,1,1,0,0,0,1,Fully,24740
Other,Studio,No Bed,288.0,0,0,0,1,0,0,0,0,1,1,0,Fully,22116
Palarivattom,Quad,Single Bed,559.0,0,0,1,1,1,1,0,0,1,1,1,Unfurnished,38791
Pune,Triple,No Bed,369.0,0,1,0,1,1,0,1,0,0,1,0,Unfurnished,36596
Palakkad,Single,King Bed,91.0,0,1,1,1,0,1,0,0,0,0,1,Fully,17143
Ahmedabad,Double,No Bed,229.0,0,0,0,1,0,1,0,1,1,0,1,Fully,27587
Changanassery,Triple,No Bed,329.0,1,0,1,0,1,0,0,1,1,1,0,Semi,21685
Jaipur,Master,King Bed,208.0,1,1,1,1,0,1,1,1,0,1,0,Semi,28373
Surat,Single,Single Bed,87.0,0,0,1,1,0,1,0,1,0,0,0,Fully,15191
Edappally,Single,King Bed,97.0,0,0,0,0,0,0,1,1,0,1,0,Semi,17072
Mumbai,Quad,Bunk Bed,550.0,1,1,1,0,0,1,0,0,1,0,0,Unfurnished,83144
Mg Road,Triple,Bunk Bed,365.0,0,0,1,0,0,1,1,0,0,0,0,Semi,29270
Hyderabad,Single,Queen Bed,148.0,0,0,1,1,0,1,1,1,0,1,0,Unfurnished,19028
Changanassery,Single,Queen Bed,80.0,0,0,0,0,0,1,1,0,1,0,0,Unfurnished,10593
Trivandrum,Studio,Single Bed,351.0,0,1,0,0,1,1,0,1,0,1,1,Semi,25819
Ranni,Triple,No Bed,359.0,1,0,0,0,1,0,0,1,0,0,1,Semi,17178
Changanassery,Single,Single Bed,84.0,1,0,1,1,1,1,0,0,0,1,0,Semi,11856
Kaloor,Master,No Bed,186.0,0,0,0,1,0,0,1,0,0,1,0,Semi,19652
Fort Kochi,Single,No Bed,108.0,1,0,1,1,0,0,0,1,0,0,1,Fully,19980
Kottayam,Double,Single Bed,183.0,1,1,0,0,1,1,1,0,0,1,0,Semi,17902
Kozhikode,Master,No Bed,189.0,1,0,0,0,1,1,0,0,1,0,1,Semi,21107
Aluva,Quad,Queen Bed,498.0,0,0,1,1,0,1,1,0,0,1,0,Unfurnished,29984
Palarivattom,Master,Bunk Bed,176.0,0,1,0,1,1,1,0,1,0,0,0,Fully,28259
Pathanamthitta,Studio,Queen Bed,385.0,0,1,0,1,0,0,0,0,1,0,0,Semi,22906
Aluva,Double,Bunk Bed,241.0,1,0,0,1,0,1,0,1,1,1,0,Fully,21915
Other,Single,Single Bed,125.0,0,1,1,1,1,0,0,0,1,0,1,Unfurnished,10739
Ranni,Master,No Bed,285.0,1,0,1,1,1,1,1,0,1,1,1,Unfurnished,16263
Jaipur,Single,Double Bed,131.0,0,0,0,0,0,1,0,0,0,1,0,Fully,14695
Fort Kochi,Double,Single Bed,191.0,1,0,0,1,1,1,0,1,0,1,0,Unfurnished,22256
Kaloor,Triple,No Bed,262.0,1,1,0,1,1,1,0,1,0,0,1,Unfurnished,28022
Other,Double,Bunk Bed,226.0,0,1,1,1,0,0,0,1,0,0,0,Semi,16318
Surat,Triple,Bunk Bed,414.0,0,1,1,1,0,0,1,0,1,1,1,Unfurnished,29746
Kottayam,Quad,No Bed,350.0,0,1,1,0,0,1,1,0,1,0,0,Semi,27895
Ahmedabad,Triple,Queen Bed,326.0,0,1,0,1,0,0,0,0,1,0,1,Unfurnished,32506
Kaloor,Triple,Single Bed,381.0,1,0,1,1,1,1,0,0,1,0,0,Semi,29542
Karukachal,Studio,Queen Bed,372.0,1,0,0,0,1,1,1,0,0,1,1,Fully,25555
Kannur,Double,Bunk Bed,189.0,0,0,0,1,1,0,1,0,0,0,0,Fully,16887
Jaipur,Triple,No Bed,360.0,0,1,1,0,0,0,0,1,0,1,1,Unfurnished,23267
Trivandrum,Master,Bunk Bed,266.0,1,1,0,0,0,1,1,1,1,0,0,Fully,26035
Pala,Double,Queen Bed,228.0,1,1,1,1,0,1,0,0,0,1,1,Unfurnished,18936
Delhi,Studio,Double Bed,352.0,1,1,0,1,1,1,1,0,0,1,1,Unfurnished,44701
Jaipur,Master,King Bed,166.0,1,1,1,1,0,0,1,1,1,1,0,Fully,31850
Hyderabad,Studio,Single Bed,370.0,0,0,1,1,1,1,1,0,0,1,1,Fully,40449
Kochi,Studio,Queen Bed,239.0,1,0,0,1,1,0,1,1,0,1,0,Semi,27906
Mumbai,Single,King Bed,81.0,1,0,0,0,0,1,0,0,0,0,0,Semi,32171
Vyttila,Single,King Bed,89.0,1,1,0,1,0,1,1,0,1,0,0,Semi,21156
Ahmedabad,Single,Queen Bed,148.0,1,1,1,0,1,0,1,0,1,0,1,Fully,24962
Vyttila,Single,Double Bed,129.0,0,1,1,0,0,0,1,0,1,0,0,Semi,16998
Kollam,Master,Queen Bed,258.0,1,1,0,0,0,0,1,0,0,1,0,Unfurnished,21003
Fort Kochi,Triple,Bunk Bed,253.0,1,1,1,1,0,0,0,1,0,1,0,Fully,36602
Pathanamthitta,Quad,King Bed,367.0,0,0,0,0,0,1,0,0,1,0,1,Unfurnished,25070
Ranni,Double,Double Bed,180.0,1,1,1,1,0,1,1,1,0,1,1,Semi,17629
Vyttila,Studio,Single Bed,314.0,0,0,1,0,1,1,0,0,1,1,0,Semi,29079
Kottayam,Double,King Bed,200.0,0,1,1,0,1,1,0,0,0,1,0,Fully,22723
Other,Double,King Bed,175.0,0,1,0,0,0,1,0,1,0,1,1,Semi,22122
Kolkata,Quad,Bunk Bed,352.0,0,0,1,0,1,0,0,1,1,0,1,Unfurnished,34122
Palarivattom,Single,Queen Bed,111.0,0,1,0,0,1,1,1,1,1,1,1,Fully,20234
Kottayam,Master,Bunk Bed,181.0,1,1,0,1,0,0,1,1,0,0,1,Unfurnished,18514
Chennai,Double,Single Bed,124.0,1,0,0,1,1,1,1,1,0,1,1,Fully,27765
Pathanamthitta,Studio,Bunk Bed,391.0,0,0,0,0,1,0,1,1,0,1,1,Unfurnished,19477
Aluva,Single,King Bed,114.0,0,1,1,1,0,0,1,0,0,0,0,Semi,16787
Kolkata,Quad,Double Bed,382.0,1,1,1,1,1,0,1,0,1,0,1,Fully,40204
Pathanamthitta,Studio,Single Bed,253.0,0,0,1,1,0,0,0,1,1,0,1,Unfurnished,17774
Karukachal,Studio,King Bed,369.0,0,1,0,1,0,1,1,0,0,0,1,Semi,23197
Surat,Master,No Bed,221.0,1,0,0,1,1,1,0,0,1,1,0,Unfurnished,21435
Pala,Quad,No Bed,588.0,0,1,1,0,0,1,1,1,1,1,0,Semi,26971
Kalamassery,Triple,King Bed,353.0,1,0,0,0,1,1,0,0,0,0,0,Semi,29147
Delhi,Studio,Single Bed,218.0,0,0,1,1,0,1,1,0,0,0,0,Fully,43638
Kochi,Triple,King Bed,355.0,1,0,1,1,1,1,1,1,1,1,1,Unfurnished,33525
Changanassery,Triple,Double Bed,413.0,1,0,0,0,1,1,0,0,0,1,1,Semi,22209
Thrissur,Master,No Bed,230.0,0,1,0,0,0,1,0,0,1,1,1,Fully,20450
Mumbai,Studio,King Bed,248.0,0,1,0,1,1,1,0,1,0,0,1,Unfurnished,68976
Kaloor,Studio,Bunk Bed,350.0,1,0,1,0,1,1,0,1,1,1,0,Fully,33128
Jaipur,Single,King Bed,141.0,0,1,1,1,1,0,1,0,0,1,1,Semi,19704
Mumbai,Master,Bunk Bed,245.0,0,1,0,0,0,0,0,1,0,0,0,Fully,49667
Hyderabad,Quad,Bunk Bed,566.0,0,1,1,1,0,1,1,1,0,0,1,Semi,52120
Kochi,Double,King Bed,148.0,1,1,1,0,1,1,0,1,0,1,1,Semi,24839
Kollam,Double,Double Bed,221.0,1,0,1,0,1,1,0,0,0,1,0,Semi,19317
Kakkanad,Single,No Bed,81.0,1,0,0,1,0,1,1,1,0,1,0,Fully,14648
Delhi,Studio,Double Bed,216.0,1,1,1,1,0,0,0,0,0,1,1,Semi,42014
Kochi,Master,No Bed,268.0,1,1,1,1,0,1,0,0,1,1,1,Fully,27038
Alappuzha,Triple,Single Bed,410.0,0,0,1,0,0,1,1,1,0,1,0,Fully,22306
Jaipur,Quad,No Bed,535.0,1,1,1,0,1,0,1,1,1,0,1,Fully,40147
Palarivattom,Triple,King Bed,443.0,1,1,1,1,1,0,1,0,0,1,0,Semi,36833
Ranni,Triple,Queen Bed,263.0,1,1,1,1,0,0,0,0,0,0,0,Unfurnished,19717
Aluva,Master,No Bed,272.0,1,0,1,1,1,1,1,0,1,1,0,Fully,21386
Kannur,Double,No Bed,195.0,1,1,1,0,1,1,1,0,1,0,1,Unfurnished,18059
Fort Kochi,Triple,No Bed,262.0,0,0,1,1,1,1,0,1,1,0,0,Semi,30496
Thrissur,Triple,Bunk Bed,371.0,1,0,1,0,1,0,0,0,1,1,0,Semi,25225
Chennai,Triple,Double Bed,424.0,0,0,1,1,0,1,0,1,1,0,0,Semi,32859
Trivandrum,Triple,King Bed,429.0,1,1,0,1,0,1,1,0,0,1,0,Unfurnished,31686
Trivandrum,Single,Double Bed,135.0,0,0,0,0,1,0,0,1,1,1,1,Fully,17489
Jaipur,Studio,No Bed,333.0,0,1,1,1,0,1,0,1,1,1,0,Semi,26787
Thrissur,Master,Queen Bed,270.0,1,0,1,0,1,1,1,1,1,0,0,Semi,26225
Hyderabad,Double,Double Bed,229.0,1,0,0,0,0,0,0,1,1,1,1,Unfurnished,29140
Kottayam,Single,King Bed,120.0,1,0,1,0,1,0,1,0,1,0,1,Semi,18636
Kochi,Quad,No Bed,507.0,0,0,1,0,1,0,0,1,1,1,0,Semi,33703
Thrissur,Quad,No Bed,528.0,1,0,1,1,1,0,0,1,0,1,1,Semi,31965
Kalamassery,Single,King Bed,105.0,0,1,1,0,0,1,0,1,1,1,0,Semi,18718
Kalamassery,Master,King Bed,242.0,0,0,0,0,0,1,0,1,1,1,1,Semi,25597
Surat,Studio,No Bed,320.0,1,0,1,1,0,1,0,0,0,0,0,Semi,26916
Kolkata,Triple,Double Bed,410.0,0,0,0,0,0,1,0,1,0,1,0,Semi,31913
Karukachal,Quad,Double Bed,577.0,0,1,0,0,1,0,0,0,1,0,1,Fully,26147
Fort Kochi,Quad,Bunk Bed,366.0,1,0,1,1,0,0,1,1,1,1,1,Semi,42443
Alappuzha,Quad,Queen Bed,408.0,1,1,0,0,0,1,1,1,0,0,0,Fully,31214
Vyttila,Quad,King Bed,517.0,1,0,1,0,0,1,1,0,1,0,0,Semi,39148
